,offensiveYN,postId,annId,baseline,expl_baseline,race_political,expl_race_political,demographics,winner
1163,0,2656,17414298,1,[the sentence is offensive][because][it contains hate speech and derogatory language towards politicians and a religious group],1,[the sentence is offensive][because][it contains hate speech and derogatory language towards politicians and a religious group],"{'race': 'white', 'political': 'neutral'}",neither
1164,0,3431,94108971,0,[the sentence is not offensive][because][it is a positive comment about a song],0,[the sentence is not offensive][because][it is a neutral statement about music],"{'race': 'white', 'political': 'conservative'}",both
1165,0,3431,17414298,0,[the sentence is not offensive][because][it is a positive comment about a song],0,[the sentence is not offensive][because][it is a neutral statement about a song],"{'race': 'white', 'political': 'neutral'}",both
1166,0,3348,40321857,0,[the sentence is not offensive][because][it is a casual conversation about a personal experience],0,[the sentence is not offensive][because][it is a casual conversation about a personal experience],"{'race': 'white', 'political': 'neutral'}",both
1167,0,3348,17414298,0,[the sentence is not offensive][because][it is a casual conversation about a personal experience],0,[the sentence is not offensive][because][it is a casual conversation about a personal experience],"{'race': 'white', 'political': 'neutral'}",both
1168,1,2104,98987708,1,[the sentence is offensive][because][it conveys a racist message and contains derogatory language],1,[the sentence is offensive][because][it conveys a racist message and contains derogatory language],"{'race': 'white', 'political': 'conservative'}",both
1169,1,2104,66593239,1,[the sentence is offensive][because][it conveys a racist message and contains derogatory language],1,[the sentence is offensive][because][it conveys a racist message and contains derogatory language],"{'race': 'white', 'political': 'liberal'}",both
1170,1,810,44250250,1,[the sentence is offensive][because][it contains a reference to the holocaust and promotes anti-semitic views],1,[the sentence is offensive][because][it contains a reference to the holocaust and promotes anti-semitic views],"{'race': 'white', 'political': 'conservative'}",both
1171,1,810,45870433,1,[the sentence is offensive][because][it contains a reference to the holocaust and promotes anti-semitic views],1,[the sentence is offensive][because][it contains a reference to the holocaust and promotes anti-semitic views],"{'race': 'white', 'political': 'conservative'}",both
1172,0,3699,40321857,1,[the sentence is offensive][because][it contains explicit language and a derogatory term for women],1,[the sentence is offensive][because][it contains explicit language and a derogatory term for women],"{'race': 'white', 'political': 'neutral'}",neither
1173,1,3699,98987708,1,[the sentence is offensive][because][it contains explicit language and a derogatory term for women],1,[the sentence is offensive][because][it contains explicit language and a derogatory term for women],"{'race': 'white', 'political': 'conservative'}",both
1174,1,1381,61283819,1,[the sentence is offensive][because][it contains a racial slur and makes a derogatory comparison between cats and a racial group],1,[the sentence is offensive][because][it contains a racial slur and makes a derogatory comparison between cats and black people],"{'race': 'white', 'political': 'conservative'}",both
1175,1,1381,94108971,1,[the sentence is offensive][because][it contains a racial slur and makes a derogatory comparison between cats and a racial group],1,[the sentence is offensive][because][it contains a racial slur and makes a derogatory comparison between cats and black people],"{'race': 'white', 'political': 'conservative'}",both
1176,1,1725,40321857,1,"[the sentence is offensive][because][it contains racial slurs and stereotypes, including the use of the term 'whiteaho' to describe a predominantly white area, and derogatory terms for black and mexican people]",1,"[the sentence is offensive][because][it contains racial slurs and stereotypes, including the use of the term 'whiteaho' to describe a predominantly white area, and derogatory terms for black and mexican people]","{'race': 'white', 'political': 'neutral'}",both
1177,1,1725,98987708,1,"[the sentence is offensive][because][it contains racial slurs and stereotypes, including the use of the term 'whiteaho' to describe a predominantly white area, and derogatory terms for black and mexican people]",1,"[the sentence is offensive][because][it contains racial slurs and stereotypes, including the use of the term 'whiteaho' to describe a predominantly white area, and derogatory terms for black and mexican people]","{'race': 'white', 'political': 'conservative'}",both
1178,1,1574,94108971,1,[the sentence is offensive][because][it contains a racial stereotype and a negative generalization about a group of people],1,[the sentence is offensive][because][it contains a racial stereotype and a negative generalization about a racial group],"{'race': 'white', 'political': 'conservative'}",both
1179,0,3319,44250250,0,[the sentence is not offensive][because][it is a lighthearted and playful conversation between two people],0,[the sentence is not offensive][because][it is a lighthearted and playful conversation between two people],"{'race': 'white', 'political': 'conservative'}",both
1180,0,3319,17414298,0,[the sentence is not offensive][because][it is a lighthearted and playful conversation between two people],0,[the sentence is not offensive][because][it is a lighthearted and playful conversation between two people],"{'race': 'white', 'political': 'neutral'}",both
1181,1,1736,98987708,1,[the sentence is offensive][because][it contains hate speech and racial slurs],1,[the sentence is offensive][because][it contains hate speech and racial slurs],"{'race': 'white', 'political': 'conservative'}",both
1182,1,1736,94108971,1,[the sentence is offensive][because][it contains hate speech and racial slurs],1,[the sentence is offensive][because][it contains hate speech and racial slurs],"{'race': 'white', 'political': 'conservative'}",both
1183,1,1138,94108971,1,[the sentence is offensive][because][it contains hate speech and a racial slur],1,[the sentence is offensive][because][it contains hate speech and a racial slur],"{'race': 'white', 'political': 'conservative'}",both
1184,1,1138,44250250,1,[the sentence is offensive][because][it contains hate speech and a racial slur],1,[the sentence is offensive][because][it contains hate speech and a racial slur],"{'race': 'white', 'political': 'conservative'}",both
1185,0,2931,61283819,0,[the sentence is not offensive][because][it is a comment about a song and contains mild profanity],0,[the sentence is not offensive][because][it is a comment about a song and contains mild profanity],"{'race': 'white', 'political': 'conservative'}",both
1186,0,2931,40321857,0,[the sentence is not offensive][because][it is a comment about a song and contains mild profanity],0,[the sentence is not offensive][because][it is a comment about a song and contains mild profanity],"{'race': 'white', 'political': 'neutral'}",both
1187,0,3365,61283819,0,[the sentence is not offensive][because][it is a quote from the bible],0,[the sentence is not offensive][because][it is a quote from the bible],"{'race': 'white', 'political': 'conservative'}",both
1188,0,3365,40321857,0,[the sentence is not offensive][because][it is a quote from the bible],0,[the sentence is not offensive][because][it is a quote from the bible],"{'race': 'white', 'political': 'neutral'}",both
1189,0,3518,61283819,0,[the sentence is not offensive][because][it is a colloquial way to express frustration],0,[the sentence is not offensive][because][it is a colloquial way to express frustration and contains mild profanity],"{'race': 'white', 'political': 'conservative'}",both
1190,0,3518,98987708,0,[the sentence is not offensive][because][it is a colloquial way to express frustration],0,[the sentence is not offensive][because][it is a colloquial way to express frustration and contains mild profanity],"{'race': 'white', 'political': 'conservative'}",both
1191,0,3483,40321857,1,[the sentence is offensive][because][it uses a racial slur],1,[the sentence is offensive][because][it uses a racial slur 'nigga' in a derogatory manner],"{'race': 'white', 'political': 'neutral'}",neither
1192,0,3483,66593239,1,[the sentence is offensive][because][it uses a racial slur],1,[the sentence is offensive][because][it uses a racial slur 'nigga' in a derogatory manner],"{'race': 'white', 'political': 'liberal'}",neither
1193,1,1656,44250250,1,[the sentence is offensive][because][it contains hate speech and racial slurs],1,[the sentence is offensive][because][it contains a racial slur and promotes stereotypes about black people and liberals],"{'race': 'white', 'political': 'conservative'}",both
1194,1,1522,98987708,1,[the sentence is offensive][because][it contains hate language and makes a threat of violence],1,[the sentence is offensive][because][it contains hate language and makes a threat of violence],"{'race': 'white', 'political': 'conservative'}",both
1195,1,1522,44250250,1,[the sentence is offensive][because][it contains hate language and makes a threat of violence],1,[the sentence is offensive][because][it contains hate language and makes a threat of violence],"{'race': 'white', 'political': 'conservative'}",both
1196,0,1705,17414298,1,[the sentence is offensive][because][it contains a racial slur and promotes a discriminatory message],1,[the sentence is offensive][because][it contains a racial slur and promotes a discriminatory message],"{'race': 'white', 'political': 'neutral'}",neither
1197,0,3620,61283819,1,[the sentence is offensive][because][it contains explicit language and implies substance abuse],1,[the sentence is offensive][because][it contains explicit language and implies substance abuse],"{'race': 'white', 'political': 'conservative'}",neither
1198,0,3620,45870433,1,[the sentence is offensive][because][it contains explicit language and implies substance abuse],1,[the sentence is offensive][because][it contains explicit language and implies substance abuse],"{'race': 'white', 'political': 'conservative'}",neither
1199,0,2685,40321857,0,[the sentence is not offensive][because][it is a song lyric],0,[the sentence is not offensive][because][it is a song lyric],"{'race': 'white', 'political': 'neutral'}",both
1200,0,2685,66593239,0,[the sentence is not offensive][because][it is a song lyric],0,[the sentence is not offensive][because][it is a song lyric],"{'race': 'white', 'political': 'liberal'}",both
1201,1,673,66593239,1,[the sentence is offensive][because][it contains hate speech and a racial slur],1,[the sentence is offensive][because][it contains hate speech and a racial slur],"{'race': 'white', 'political': 'liberal'}",both
1202,1,673,44250250,1,[the sentence is offensive][because][it contains hate speech and a racial slur],1,[the sentence is offensive][because][it contains hate speech and a racial slur],"{'race': 'white', 'political': 'conservative'}",both
1203,1,2175,40321857,1,[the sentence is offensive][because][it contains a racial slur and a threat],1,[the sentence is offensive][because][it contains a racial slur and a threat],"{'race': 'white', 'political': 'neutral'}",both
1204,1,2175,44250250,1,[the sentence is offensive][because][it contains a racial slur and a threat],1,[the sentence is offensive][because][it contains a racial slur and a threat],"{'race': 'white', 'political': 'conservative'}",both
1205,0,49,94108971,1,[the sentence is offensive][because][it contains a message that is harmful to the lgbtq+ community and marginalizes the idea of women loving women],1,[the sentence is offensive][because][it contains a derogatory term'male gaze' and marginalizes the idea of women loving women],"{'race': 'white', 'political': 'conservative'}",neither
1206,0,49,66593239,1,[the sentence is offensive][because][it contains a message that is harmful to the lgbtq+ community and marginalizes the idea of women loving women],1,[the sentence is offensive][because][it contains a derogatory term'male gaze' and marginalizes the idea of women loving women],"{'race': 'white', 'political': 'liberal'}",neither
1207,0,3245,61283819,0,[the sentence is not offensive][because][it is a polite and professional message],0,[the sentence is not offensive][because][it is a polite and professional message],"{'race': 'white', 'political': 'conservative'}",both
1208,0,3245,98987708,0,[the sentence is not offensive][because][it is a polite and professional message],0,[the sentence is not offensive][because][it is a polite and professional message],"{'race': 'white', 'political': 'conservative'}",both
1209,0,3379,40321857,0,[the sentence is not offensive][because][it is a colloquial way to describe a situation and does not contain hate language],0,[the sentence is not offensive][because][it is a colloquial way to describe a situation and does not contain hate language],"{'race': 'white', 'political': 'neutral'}",both
1210,0,3379,66593239,0,[the sentence is not offensive][because][it is a colloquial way to describe a situation and does not contain hate language],0,[the sentence is not offensive][because][it is a colloquial way to describe a situation and does not contain hate language],"{'race': 'white', 'political': 'liberal'}",both
1211,1,322,98987708,1,[the sentence is offensive][because][it contains a racial slur and a derogatory term for a police officer],1,[the sentence is offensive][because][it contains a racial slur and a derogatory term for a police officer],"{'race': 'white', 'political': 'conservative'}",both
1212,1,773,45870433,1,[the sentence is offensive][because][it contains a derogatory term for a person with dwarfism],1,[the sentence is offensive][because][it contains a derogatory term for a person with dwarfism],"{'race': 'white', 'political': 'conservative'}",both
1213,1,609,61283819,0,[the sentence is not offensive][because][it is a personal opinion about a person's behavior and contains strong language but is not directed at a protected group],0,[the sentence is not offensive][because][it is a personal opinion about someone's behavior and contains strong language but is not directed at a protected group],"{'race': 'white', 'political': 'conservative'}",neither
1214,1,609,44250250,0,[the sentence is not offensive][because][it is a personal opinion about a person's behavior and contains strong language but is not directed at a protected group],0,[the sentence is not offensive][because][it is a personal opinion about someone's behavior and contains strong language but is not directed at a protected group],"{'race': 'white', 'political': 'conservative'}",neither
1215,1,2016,61283819,1,[the sentence is offensive][because][it conveys a message of racism and contains explicit language],1,[the sentence is offensive][because][it conveys a message of racism and contains explicit language],"{'race': 'white', 'political': 'conservative'}",both
1216,1,2016,45870433,1,[the sentence is offensive][because][it conveys a message of racism and contains explicit language],1,[the sentence is offensive][because][it conveys a message of racism and contains explicit language],"{'race': 'white', 'political': 'conservative'}",both
1217,0,2799,98987708,0,[the sentence is not offensive][because][it is a fictional context and the language used is not derogatory],0,[the sentence is not offensive][because][it is a fictional context and the language used is not derogatory],"{'race': 'white', 'political': 'conservative'}",both
1218,0,2799,44250250,0,[the sentence is not offensive][because][it is a fictional context and the language used is not derogatory],0,[the sentence is not offensive][because][it is a fictional context and the language used is not derogatory],"{'race': 'white', 'political': 'conservative'}",both
1219,0,4056,66593239,1,[the sentence is offensive][because][it contains multiple instances of explicit language and derogatory terms],1,[the sentence is offensive][because][it contains multiple instances of explicit language and derogatory terms],"{'race': 'white', 'political': 'liberal'}",neither
1220,1,1401,44250250,1,"[the sentence is offensive][because][it contains hate speech, racial slurs, and threats]",1,"[the sentence is offensive][because][it contains hate speech, racial slurs, and threats]","{'race': 'white', 'political': 'conservative'}",both
1221,1,1401,45870433,1,"[the sentence is offensive][because][it contains hate speech, racial slurs, and threats]",1,"[the sentence is offensive][because][it contains hate speech, racial slurs, and threats]","{'race': 'white', 'political': 'conservative'}",both
1222,1,3474,61283819,1,[the sentence is offensive][because][it contains a racial slur and a derogatory term for a woman],1,[the sentence is offensive][because][it uses a racial slur and a derogatory term for a woman],"{'race': 'white', 'political': 'conservative'}",both
1223,1,3474,66593239,1,[the sentence is offensive][because][it contains a racial slur and a derogatory term for a woman],0,[the sentence is not offensive][because][it is a colloquial expression and the context is not aggressive],"{'race': 'white', 'political': 'liberal'}",baseline
1224,0,3989,66593239,1,[the sentence is offensive][because][it contains explicit language and a derogatory term for a woman],1,[the sentence is offensive][because][it contains explicit language and a derogatory term for a woman],"{'race': 'white', 'political': 'liberal'}",neither
1225,0,3290,61283819,0,[the sentence is not offensive][because][it is a positive comment with colloquial language],0,[the sentence is not offensive][because][it is a positive and enthusiastic message],"{'race': 'white', 'political': 'conservative'}",both
1226,0,404,61283819,1,[the sentence is offensive][because][it contains explicit language],0,[the sentence is not offensive][because][it is a common idiomatic expression],"{'race': 'white', 'political': 'conservative'}",race_political
1227,1,1816,45870433,1,[the sentence is offensive][because][it promotes the use of a racial slur],1,[the sentence is offensive][because][it promotes the use of a racial slur],"{'race': 'white', 'political': 'conservative'}",both
1228,0,913,98987708,0,[the sentence is not offensive][because][it is a discussion about a religious topic and does not contain hate speech or explicit language],0,[the sentence is not offensive][because][it is a discussion about a religious topic and does not contain hate speech or explicit language],"{'race': 'white', 'political': 'conservative'}",both
1229,0,913,44250250,0,[the sentence is not offensive][because][it is a discussion about a religious topic and does not contain hate speech or explicit language],0,[the sentence is not offensive][because][it is a discussion about a religious topic and does not contain hate speech or explicit language],"{'race': 'white', 'political': 'conservative'}",both
1230,1,1682,44250250,1,[the sentence is offensive][because][it contains hate speech and stereotypes],1,[the sentence is offensive][because][it contains hate speech and stereotypes],"{'race': 'white', 'political': 'conservative'}",both
1231,1,1592,45870433,1,"[the sentence is offensive][because][it conveys a stereotypical message suggesting that black people are associated with ""gangsta"" talk and behavior]",1,[the sentence is offensive][because][it conveys a stereotypical message about black people and uses a derogatory term],"{'race': 'white', 'political': 'conservative'}",both
1232,0,3471,98987708,1,[the sentence is offensive][because][it contains derogatory language and a threat],1,[the sentence is offensive][because][it contains derogatory language and a threat],"{'race': 'white', 'political': 'conservative'}",neither
1233,0,2545,40321857,0,[the sentence is not offensive][because][it is a positive statement about the city's diversity and acceptance of alternative lifestyles],0,[the sentence is not offensive][because][it is a positive statement about the city's diversity and acceptance of alternative lifestyles],"{'race': 'white', 'political': 'neutral'}",both
1234,0,2545,45870433,0,[the sentence is not offensive][because][it is a positive statement about the city's diversity and acceptance of alternative lifestyles],0,[the sentence is not offensive][because][it is a positive statement about the diversity of the city],"{'race': 'white', 'political': 'conservative'}",both
1235,1,1823,40321857,1,[the sentence is offensive][because][it contains a racial slur and a derogatory description of people],1,[the sentence is offensive][because][it contains a racial slur and a stereotype about people with missing teeth],"{'race': 'white', 'political': 'neutral'}",both
1236,1,1823,94108971,1,[the sentence is offensive][because][it contains a racial slur and a derogatory description of people],1,[the sentence is offensive][because][it contains a racial slur and a derogatory description of people],"{'race': 'white', 'political': 'conservative'}",both
1237,0,3400,98987708,0,[the sentence is not offensive][because][it is a subjective opinion about two artists and contains colloquial language],0,[the sentence is not offensive][because][it is a subjective opinion about two artists],"{'race': 'white', 'political': 'conservative'}",both
1238,0,3400,94108971,0,[the sentence is not offensive][because][it is a subjective opinion about two artists and contains colloquial language],0,[the sentence is not offensive][because][it is a subjective opinion about two artists],"{'race': 'white', 'political': 'conservative'}",both
1239,1,1830,61283819,1,[the sentence is offensive][because][it contains a racial slur and promotes violence],1,[the sentence is offensive][because][it contains a racial slur and promotes violence],"{'race': 'white', 'political': 'conservative'}",both
1240,1,1830,66593239,1,[the sentence is offensive][because][it contains hate speech and a racial slur],1,[the sentence is offensive][because][it contains a racial slur and promotes violence],"{'race': 'white', 'political': 'liberal'}",both
1241,1,660,66593239,1,[the sentence is offensive][because][it contains hate speech and misogynistic language],1,[the sentence is offensive][because][it contains hate speech and misogynistic language],"{'race': 'white', 'political': 'liberal'}",both
1242,0,2486,66593239,0,[the sentence is not offensive][because][it is a joke and the use of the word 'nude' is used in a non-explicit way],0,[the sentence is not offensive][because][it is a joke and contains a meme],"{'race': 'white', 'political': 'liberal'}",both
1243,0,1576,61283819,1,[the sentence is offensive][because][it contains hate speech and makes a comparison between blm and the nazis],1,"[the sentence is offensive][because][it contains a racial slur and makes a comparison between blm and the nazis, which is a form of hate speech]","{'race': 'white', 'political': 'conservative'}",neither
1244,1,1576,40321857,1,[the sentence is offensive][because][it contains hate speech and makes a comparison between blm and the nazis],1,"[the sentence is offensive][because][it contains a racial slur and makes a comparison between blm and the nazis, which is a form of hate speech]","{'race': 'white', 'political': 'neutral'}",both
1245,0,2394,40321857,0,[the sentence is not offensive][because][it is a political statement with a strong opinion],0,[the sentence is not offensive][because][it is a political statement with a neutral tone],"{'race': 'white', 'political': 'neutral'}",both
1246,0,2394,44250250,0,[the sentence is not offensive][because][it is a political statement with a strong opinion],0,[the sentence is not offensive][because][it is a political statement with a negative opinion about a public figure],"{'race': 'white', 'political': 'conservative'}",both
1247,0,3303,40321857,0,[the sentence is not offensive][because][it is a joke and does not contain any hate or explicit language],0,[the sentence is not offensive][because][it is a joke and does not contain any hate speech or explicit language],"{'race': 'white', 'political': 'neutral'}",both
1248,0,3303,66593239,0,[the sentence is not offensive][because][it is a joke and does not contain any hate or explicit language],0,[the sentence is not offensive][because][it is a joke and does not contain any hate or explicit language],"{'race': 'white', 'political': 'liberal'}",both
1249,0,67,40321857,1,[the sentence is offensive][because][it contains a word that is often used to describe a violent or aggressive act and is used in a derogatory manner towards a specific group of people],1,[the sentence is offensive][because][it contains a derogatory term for people with mental health issues],"{'race': 'white', 'political': 'neutral'}",neither
1250,1,67,44250250,1,[the sentence is offensive][because][it contains a word that is often used to describe a violent or aggressive act and is used in a derogatory manner towards a specific group of people],1,[the sentence is offensive][because][it conveys a message that is derogatory towards people with mental health conditions and uses a term that is often associated with triggering],"{'race': 'white', 'political': 'conservative'}",both
1251,1,1878,86257299,1,[the sentence is offensive][because][it contains a racial slur and a derogatory term for people from niger],1,[the sentence is offensive][because][it contains a racial slur and a derogatory term for people from niger],"{'race': 'white', 'political': 'conservative'}",both
1252,0,3302,63428654,0,[the sentence is not offensive][because][it is a neutral statement about a person's appearance],0,[the sentence is not offensive][because][it is a neutral statement about a celebrity],"{'race': 'white', 'political': 'neutral'}",both
1253,0,3302,86257299,0,[the sentence is not offensive][because][it is a neutral statement about a person's appearance],0,[the sentence is not offensive][because][it is a neutral statement about a celebrity],"{'race': 'white', 'political': 'conservative'}",both
1254,0,3594,86257299,0,[the sentence is not offensive][because][it is a colloquial way to express frustration and contains mild profanity],0,[the sentence is not offensive][because][it is a colloquial way to express frustration about hair styling],"{'race': 'white', 'political': 'conservative'}",both
1255,0,3412,63428654,0,[the sentence is not offensive][because][it is a sarcastic comment about promposals and contains colloquial language],0,[the sentence is not offensive][because][it is a personal opinion about promposals and contains colloquial language],"{'race': 'white', 'political': 'neutral'}",both
1256,0,3412,69198055,0,[the sentence is not offensive][because][it is a sarcastic comment about promposals and contains colloquial language],0,[the sentence is not offensive][because][it is a personal opinion about promposals and contains colloquial language],"{'race': 'white', 'political': 'conservative'}",both
1257,0,3554,5428237,1,[the sentence is offensive][because][it contains a racial slur and a derogatory term for a political figure],1,[the sentence is offensive][because][it contains a racial slur and a derogatory reference to a political figure],"{'race': 'white', 'political': 'conservative'}",neither
1258,0,4,86257299,0,[the sentence is not offensive][because][it is a neutral statement about personal taste],0,[the sentence is not offensive][because][it is a neutral statement about personal taste],"{'race': 'white', 'political': 'conservative'}",both
1259,0,4,69198055,0,[the sentence is not offensive][because][it is a neutral statement about personal taste],0,[the sentence is not offensive][because][it is a neutral statement about personal taste],"{'race': 'white', 'political': 'conservative'}",both
1260,0,3349,5428237,0,[the sentence is not offensive][because][it is a promotional message],0,[the sentence is not offensive][because][it is a promotional message],"{'race': 'white', 'political': 'conservative'}",both
1261,0,3349,86257299,0,[the sentence is not offensive][because][it is a promotional message],0,[the sentence is not offensive][because][it is a promotional message],"{'race': 'white', 'political': 'conservative'}",both
1262,1,3436,83062091,1,[the sentence is offensive][because][it contains explicit language and conveys a negative sentiment towards a group of people],1,[the sentence is offensive][because][it contains explicit language and conveys a negative sentiment towards a group of people],"{'race': 'white', 'political': 'neutral'}",both
1263,0,2356,86257299,0,[the sentence is not offensive][because][it is a positive message of appreciation and encouragement],0,[the sentence is not offensive][because][it is a positive message to the governors],"{'race': 'white', 'political': 'conservative'}",both
1264,0,2356,93788928,0,[the sentence is not offensive][because][it is a positive message of appreciation and encouragement],0,[the sentence is not offensive][because][it is a positive message to the governors],"{'race': 'white', 'political': 'conservative'}",both
1265,1,1799,83062091,1,[the sentence is offensive][because][it contains a racial slur],1,[the sentence is offensive][because][it contains a racial slur],"{'race': 'white', 'political': 'neutral'}",both
1266,0,1799,86257299,1,[the sentence is offensive][because][it contains a racial slur],1,[the sentence is offensive][because][it contains a racial slur],"{'race': 'white', 'political': 'conservative'}",neither
1267,0,377,93788928,1,[the sentence is offensive][because][it uses a racial slur],0,[the sentence is not offensive][because][it is a colloquial way to refer to friends],"{'race': 'white', 'political': 'conservative'}",race_political
1268,1,2128,7288661,1,[the sentence is offensive][because][it contains a racial slur and a derogatory comparison of a person to an animal],1,[the sentence is offensive][because][it contains a racial slur and a derogatory comparison of a person to an animal],"{'race': 'white', 'political': 'conservative'}",both
1269,0,3519,5428237,0,[the sentence is not offensive][because][it is a negative comment about a game character],0,[the sentence is not offensive][because][it is a negative comment about a game character],"{'race': 'white', 'political': 'conservative'}",both
1270,0,3519,86257299,0,[the sentence is not offensive][because][it is a negative comment about a game character],0,[the sentence is not offensive][because][it is a negative comment about a game character],"{'race': 'white', 'political': 'conservative'}",both
1271,1,1837,7815980,1,[the sentence is offensive][because][it contains a threat of violence and a racial slur],1,[the sentence is offensive][because][it contains a threat of violence and a racial slur],"{'race': 'white', 'political': 'conservative'}",both
1272,1,1837,86257299,1,[the sentence is offensive][because][it contains a threat of violence and a racial slur],1,[the sentence is offensive][because][it contains a threat of violence and a racial slur],"{'race': 'white', 'political': 'conservative'}",both
1273,0,1719,63428654,0,[the sentence is not offensive][because][it is a statement of support for a particular group of people],0,[the sentence is not offensive][because][it is a positive statement about a group of people],"{'race': 'white', 'political': 'neutral'}",both
1274,1,1719,86257299,0,[the sentence is not offensive][because][it is a statement of support for a particular group of people],0,[the sentence is not offensive][because][it is a statement of support for a particular group of people],"{'race': 'white', 'political': 'conservative'}",neither
1275,0,2718,86257299,0,[the sentence is not offensive][because][it is a neutral comment about a football manager],0,[the sentence is not offensive][because][it is a neutral comment about a football manager],"{'race': 'white', 'political': 'conservative'}",both
1276,0,2718,93788928,0,[the sentence is not offensive][because][it is a neutral comment about a football manager],0,[the sentence is not offensive][because][it is a neutral comment about a football manager],"{'race': 'white', 'political': 'conservative'}",both
1277,0,3415,86257299,0,[the sentence is not offensive][because][it is a casual conversation about wanting to eat donuts at 1 am],0,[the sentence is not offensive][because][it is a casual conversation about wanting to eat donuts at 1 am],"{'race': 'white', 'political': 'conservative'}",both
1278,0,3415,93788928,0,[the sentence is not offensive][because][it is a casual conversation about wanting to eat donuts at 1 am],0,[the sentence is not offensive][because][it is a casual conversation about wanting to eat donuts at 1 am],"{'race': 'white', 'political': 'conservative'}",both
1279,1,2170,83062091,1,[the sentence is offensive][because][it contains hate speech and racial slurs],1,[the sentence is offensive][because][it contains hate speech and racial slurs],"{'race': 'white', 'political': 'neutral'}",both
1280,1,2170,86257299,1,[the sentence is offensive][because][it contains hate speech and racial slurs],1,[the sentence is offensive][because][it contains hate speech and racial slurs],"{'race': 'white', 'political': 'conservative'}",both
1281,0,3289,7288661,0,[the sentence is not offensive][because][it is a quote from a song and a post about a person's daily life],0,[the sentence is not offensive][because][it is a quote from a song and a post about a person's happiness],"{'race': 'white', 'political': 'conservative'}",both
1282,0,3289,86257299,0,[the sentence is not offensive][because][it is a quote from a song and a post about a person's daily life],0,[the sentence is not offensive][because][it is a quote from a song and a post about a person's happiness],"{'race': 'white', 'political': 'conservative'}",both
1283,0,132,86257299,0,[the sentence is not offensive][because][it is a quote from a person discussing their own thoughts and opinions],0,[the sentence is not offensive][because][it is a neutral statement about a personal experience],"{'race': 'white', 'political': 'conservative'}",both
1284,0,132,93788928,0,[the sentence is not offensive][because][it is a quote from a person discussing their own thoughts and opinions],0,[the sentence is not offensive][because][it is a neutral statement about a personal experience],"{'race': 'white', 'political': 'conservative'}",both
1285,1,2096,5428237,1,[the sentence is offensive][because][it contains hate speech and stereotypes about racial groups],1,[the sentence is offensive][because][it contains hate speech and stereotypes about racial groups],"{'race': 'white', 'political': 'conservative'}",both
1286,1,2096,69198055,1,[the sentence is offensive][because][it contains hate speech and stereotypes about racial groups],1,[the sentence is offensive][because][it contains hate speech and stereotypes about racial groups],"{'race': 'white', 'political': 'conservative'}",both
1287,0,535,86257299,0,[the sentence is not offensive][because][it is an expression of frustration and does not contain hate speech or explicit language],0,[the sentence is not offensive][because][it is an expression of frustration and does not contain hate speech or explicit language],"{'race': 'white', 'political': 'conservative'}",both
1288,0,535,93788928,0,[the sentence is not offensive][because][it is an expression of frustration and does not contain hate speech or explicit language],0,[the sentence is not offensive][because][it is an expression of frustration and does not contain hate speech or explicit language],"{'race': 'white', 'political': 'conservative'}",both
1289,0,1545,93788928,0,[the sentence is not offensive][because][it is a metaphorical expression of a medical treatment],0,[the sentence is not offensive][because][it is a metaphorical expression and does not contain hate speech or explicit language],"{'race': 'white', 'political': 'conservative'}",both
1290,0,2683,5428237,1,[the sentence is offensive][because][it contains explicit language and expresses a strong negative emotion towards a group of people],1,[the sentence is offensive][because][it contains explicit language],"{'race': 'white', 'political': 'conservative'}",neither
1291,0,2683,93788928,1,[the sentence is offensive][because][it contains explicit language and expresses a strong negative emotion towards a group of people],1,[the sentence is offensive][because][it contains explicit language],"{'race': 'white', 'political': 'conservative'}",neither
1292,0,2341,63428654,0,[the sentence is not offensive][because][it is a neutral comment about the price of hockey sticks],0,[the sentence is not offensive][because][it is a neutral comment about the price of hockey sticks],"{'race': 'white', 'political': 'neutral'}",both
1293,0,2341,86257299,0,[the sentence is not offensive][because][it is a neutral comment about the price of hockey sticks],0,[the sentence is not offensive][because][it is a neutral comment about the price of hockey sticks],"{'race': 'white', 'political': 'conservative'}",both
1294,1,724,86257299,1,[the sentence is offensive][because][it contains hate speech and derogatory language towards a person's physical appearance and personality],1,[the sentence is offensive][because][it contains hate speech and derogatory language towards a person's physical appearance and personality],"{'race': 'white', 'political': 'conservative'}",both
1295,0,724,93788928,1,[the sentence is offensive][because][it contains hate speech and derogatory language towards a person's physical appearance and personality],1,[the sentence is offensive][because][it contains hate speech and derogatory language towards a person's physical appearance and personality],"{'race': 'white', 'political': 'conservative'}",neither
1296,1,2214,69198055,1,[the sentence is offensive][because][it contains a racial slur and uses derogatory language],1,[the sentence is offensive][because][it contains a racial slur and uses derogatory language],"{'race': 'white', 'political': 'conservative'}",both
1297,1,1742,5428237,1,[the sentence is offensive][because][it promotes slavery and uses a racial slur],1,[the sentence is offensive][because][it promotes slavery and uses a racial slur],"{'race': 'white', 'political': 'conservative'}",both
1298,1,1742,86257299,1,[the sentence is offensive][because][it promotes slavery and uses a racial slur],1,[the sentence is offensive][because][it promotes slavery and uses a racial slur],"{'race': 'white', 'political': 'conservative'}",both
1299,1,3530,5428237,1,[the sentence is offensive][because][it contains a threat of violence and uses colloquial language that may be perceived as aggressive],1,[the sentence is offensive][because][it contains a threat of violence and uses colloquial language that may be perceived as aggressive],"{'race': 'white', 'political': 'conservative'}",both
